"LATITUDE","LONGITUDE","INTENS","SLOPE","ERROR","LOCATION","DATETIME","HOUR","MINUTE","SECOND","MINISECOND","PROVINCE","DISTRICT","COUNTRY","INPUTTIME","PROCESSFLAG","USEDIDS","CG_IC","HEIGHT"
"40.977","116.602","-44.311","-8.3","100.8","FourOPT","2015/6/16 14:06:01","14","6","1","1865147","北京市","北京市县","怀柔区","2015/6/16 14:05:37","1","4,1,118,0,117","IC","2.253"
"40.953","116.583","-22.174","-4.8","100.8","FourOPT","2015/6/16 14:06:05","14","6","5","9192871","北京市","北京市县","怀柔区","2015/6/16 14:05:42","1","4,1,118,0,117","IC","2.376"
"40.483","116.194","-14.938","-2.2","69.9","FourOPT","2015/6/16 14:14:15","14","14","15","3677887","北京市","北京市县","延庆县","2015/6/16 14:13:50","1","118,4,2,0,117","IC","2.212"
"40.482","116.193","-11.788","-4.7","0.0","ThreeMIX","2015/6/16 14:14:15","14","14","15","3983007","北京市","北京市县","延庆县","2015/6/16 14:13:51","1","118,4,2","CG","0.000"
"40.486","116.191","-14.957","-6.6","172.2","FourOPT","2015/6/16 14:14:15","14","14","15","4656018","北京市","北京市县","延庆县","2015/6/16 14:13:51","1","118,4,2,60,0","IC","3.461"
"40.483","116.193","-10.435","-3.4","119.0","FourOPT","2015/6/16 14:14:15","14","14","15","6328239","北京市","北京市县","延庆县","2015/6/16 14:13:51","1","118,4,2,0,117","IC","2.885"
"40.523","116.213","-13.901","-4.2","69.9","FourOPT","2015/6/16 14:14:17","14","14","17","7316185","北京市","北京市县","延庆县","2015/6/16 14:13:53","1","118,4,2,0,117","IC","2.283"
"40.964","116.513","-12.932","-4.2","0.0","ThreeMIX","2015/6/16 14:14:21","14","14","21","7344502","北京市","北京市县","怀柔区","2015/6/16 14:13:58","1","4,118,117","CG","0.000"
"40.916","116.616","-9.722","-3.4","0.0","TwoMIX","2015/6/16 14:14:21","14","14","21","8018585","北京市","北京市县","怀柔区","2015/6/16 14:13:58","1","4,118","CG","0.000"
"40.962","116.520","-12.111","-4.0","0.0","ThreeMIX","2015/6/16 14:14:21","14","14","21","9132190","北京市","北京市县","怀柔区","2015/6/16 14:13:59","1","4,118,117","CG","0.000"
"40.927","116.596","-11.456","-4.9","0.0","TwoMIX","2015/6/16 14:14:21","14","14","21","9567769","北京市","北京市县","怀柔区","2015/6/16 14:13:59","1","4,118","CG","0.000"
"40.921","116.611","-11.239","-5.5","0.0","TwoMIX","2015/6/16 14:14:21","14","14","21","9801815","北京市","北京市县","怀柔区","2015/6/16 14:13:59","1","4,118","CG","0.000"
"40.932","116.586","-10.793","-4.9","0.0","TwoMIX","2015/6/16 14:14:22","14","14","22","118537","北京市","北京市县","怀柔区","2015/6/16 14:14:00","1","4,118","CG","0.000"
"40.938","116.573","-8.439","-4.0","0.0","TwoMIX","2015/6/16 14:14:22","14","14","22","477122","北京市","北京市县","怀柔区","2015/6/16 14:14:00","1","4,118","CG","0.000"
"40.808","116.492","-11.492","-4.2","0.0","ThreeMIX","2015/6/16 14:14:23","14","14","23","8770631","北京市","北京市县","怀柔区","2015/6/16 14:14:01","1","4,118,117","CG","0.000"
"40.971","116.611","-113.782","-20.8","100.8","FourOPT","2015/6/16 14:14:32","14","14","32","2998850","北京市","北京市县","怀柔区","2015/6/16 14:14:08","1","4,118,0,117,2","IC","2.277"
"40.052","115.799","-17.450","-20.3","169.4","FourOPT","2015/6/16 14:14:32","14","14","32","3343014","北京市","北京市县","门头沟区","2015/6/16 14:14:08","1","4,118,0,117","IC","7.036"
"40.960","116.609","-31.746","-7.3","137.8","FourOPT","2015/6/16 14:14:32","14","14","32","4661613","北京市","北京市县","怀柔区","2015/6/16 14:14:08","1","4,118,0,117,60","IC","2.729"
"40.641","116.830","-11.054","-2.8","0.0","ThreeMIX","2015/6/16 14:14:33","14","14","33","2453148","北京市","北京市县","密云县","2015/6/16 14:14:09","1","4,118,117","CG","0.000"
"39.660","116.428","44.828","7.2","102.1","FourOPT","2015/6/16 14:29:55","14","29","55","3949842","北京市","北京市县","大兴区","2015/6/16 14:29:31","1","118,1,4,109,117","IC","4.607"
"39.860","115.596","7.371","7.9","0.0","TwoMIX","2015/6/16 14:37:23","14","37","23","7995804","北京市","北京市县","门头沟区","2015/6/16 14:37:01","1","118,0","IC","0.000"
"40.758","116.336","24.416","2.5","101.0","FourOPT","2015/6/16 15:01:31","15","1","31","6628885","北京市","北京市县","延庆县","2015/6/16 15:01:10","1","4,118,1,2,117","IC","3.345"
"40.960","116.454","-9.993","-3.7","0.0","TwoMIX","2015/6/16 15:33:14","15","33","14","8868533","北京市","北京市县","怀柔区","2015/6/16 15:32:50","1","4,1","CG","0.000"
"40.938","116.518","-16.567","-5.6","137.8","FourOPT","2015/6/16 13:37:33","13","37","33","1531387","北京市","北京市县","怀柔区","2015/6/16 13:37:08","1","4,1,118,60,117","CG","0.000"
"40.956","116.596","-19.284","-5.1","118.9","FourOPT","2015/6/16 13:47:25","13","47","25","755804","北京市","北京市县","怀柔区","2015/6/16 13:47:01","1","4,118,0,60","IC","2.559"
"40.950","116.594","-17.027","-4.6","137.8","FourOPT","2015/6/16 13:47:25","13","47","25","2004900","北京市","北京市县","怀柔区","2015/6/16 13:47:02","1","118,0,117,60,4","IC","4.926"
"40.957","116.596","-15.124","-5.7","0.0","ThreeMIX","2015/6/16 13:47:25","13","47","25","2586972","北京市","北京市县","怀柔区","2015/6/16 13:47:02","1","4,118,60","CG","0.000"
"40.756","116.593","12.439","4.3","0.0","ThreeMIX","2015/6/16 13:47:35","13","47","35","7612265","北京市","北京市县","怀柔区","2015/6/16 13:47:11","1","4,118,117","IC","0.000"
"41.035","116.681","-25.482","-4.4","0.0","TwoMIX","2015/6/16 13:47:55","13","47","55","7967939","北京市","北京市县","怀柔区","2015/6/16 13:47:31","1","4,118","CG","0.000"
"40.492","116.209","-10.656","-3.6","69.9","FourOPT","2015/6/16 13:57:33","13","57","33","2440928","北京市","北京市县","延庆县","2015/6/16 13:57:08","1","118,4,2,1","IC","2.256"
"40.458","116.200","-12.320","-3.6","69.9","FourOPT","2015/6/16 13:57:33","13","57","33","3945576","北京市","北京市县","延庆县","2015/6/16 13:57:09","1","118,2,4,1,117","IC","2.224"
"40.967","116.624","-15.361","-3.1","100.8","FourOPT","2015/6/16 13:57:44","13","57","44","7387201","北京市","北京市县","怀柔区","2015/6/16 13:57:20","1","4,1,118,117","IC","2.294"
"41.026","116.627","-15.286","-6.1","69.7","FourOPT","2015/6/16 13:57:51","13","57","51","7382330","北京市","北京市县","怀柔区","2015/6/16 13:57:27","1","4,1,118,117","IC","1.651"
"40.969","116.534","-11.546","-3.2","100.8","FourOPT","2015/6/16 13:57:55","13","57","55","6509413","北京市","北京市县","怀柔区","2015/6/16 13:57:33","1","4,1,118,117","IC","2.342"
"40.974","116.534","-18.461","-4.1","137.7","FourOPT","2015/6/16 13:57:55","13","57","55","8697715","北京市","北京市县","怀柔区","2015/6/16 13:57:34","1","4,1,118,60,117","IC","2.713"
"40.975","116.535","-23.049","-7.8","137.7","FourOPT","2015/6/16 13:57:56","13","57","56","1104324","北京市","北京市县","怀柔区","2015/6/16 13:57:34","1","4,1,118,60,117","IC","2.707"
"40.474","116.197","-10.096","-5.4","69.9","FourOPT","2015/6/16 14:06:20","14","6","20","9571828","北京市","北京市县","延庆县","2015/6/16 14:05:56","1","118,4,2,1,0","IC","2.217"
"40.962","116.575","-13.398","-5.7","100.8","FourOPT","2015/6/16 14:06:31","14","6","31","5318836","北京市","北京市县","怀柔区","2015/6/16 14:06:08","1","4,1,118,117","IC","2.341"
"40.972","116.498","-9.959","-4.0","100.8","FourOPT","2015/6/16 14:06:43","14","6","43","1257987","北京市","北京市县","怀柔区","2015/6/16 14:06:19","1","4,1,118,60","IC","2.376"
"40.958","116.495","-93.805","-13.8","100.8","FourOPT","2015/6/16 14:14:51","14","14","51","2758021","北京市","北京市县","怀柔区","2015/6/16 14:14:26","1","118,0,2,60,117","IC","4.075"
"40.914","116.525","-27.012","-4.2","137.8","FourOPT","2015/6/16 14:14:51","14","14","51","3400946","北京市","北京市县","怀柔区","2015/6/16 14:14:27","1","4,118,0,60,117","CG","0.000"
"40.938","116.491","-15.601","-2.8","137.8","FourOPT","2015/6/16 14:14:51","14","14","51","4805808","北京市","北京市县","怀柔区","2015/6/16 14:14:27","1","4,118,0,60,117","IC","2.955"
"40.843","116.628","64.218","7.2","172.1","FourOPT","2015/6/16 14:53:36","14","53","36","9901097","北京市","北京市县","怀柔区","2015/6/16 14:53:14","1","1,118,0,60,117","IC","3.963"
"40.638","116.493","-5.166","-1.0","0.0","ThreeMIX","2015/6/16 15:09:32","15","9","32","7746578","北京市","北京市县","延庆县","2015/6/16 15:09:08","1","1,118,4","IC","0.000"
"40.991","116.671","-4.138","-1.5","0.0","TwoMIX","2015/6/16 13:38:32","13","38","32","1349185","北京市","北京市县","怀柔区","2015/6/16 13:38:07","1","4,1","IC","0.000"
"40.934","116.600","-13.581","-3.8","100.8","FourOPT","2015/6/16 13:48:50","13","48","50","8652703","北京市","北京市县","怀柔区","2015/6/16 13:48:26","1","118,0,60,4","IC","4.197"
"40.562","116.231","9.170","3.3","0.0","ThreeMIX","2015/6/16 13:48:53","13","48","53","5887135","北京市","北京市县","延庆县","2015/6/16 13:48:29","1","118,4,2","CG","0.000"
"40.889","116.548","-10.883","-2.7","0.0","TwoMIX","2015/6/16 13:58:29","13","58","29","4342084","北京市","北京市县","怀柔区","2015/6/16 13:58:06","1","1,118","CG","0.000"
"40.979","116.633","-3.212","-1.7","0.0","TwoMIX","2015/6/16 14:06:50","14","6","50","1527578","北京市","北京市县","怀柔区","2015/6/16 14:06:26","1","4,1","IC","0.000"
"40.656","116.689","-22.042","-13.4","119.0","FourOPT","2015/6/16 14:06:56","14","6","56","608444","北京市","北京市县","怀柔区","2015/6/16 14:06:32","1","4,1,118,0,60","IC","3.807"
"40.973","116.539","-30.392","-4.7","100.8","FourOPT","2015/6/16 14:06:56","14","6","56","967640","北京市","北京市县","怀柔区","2015/6/16 14:06:33","1","1,118,0,60,117","IC","3.465"
"40.396","116.662","-19.675","-15.7","187.2","FourOPT","2015/6/16 14:06:56","14","6","56","1044240","北京市","北京市县","怀柔区","2015/6/16 14:06:33","1","4,1,118,60,117","IC","5.794"
"40.567","116.110","84.562","18.7","0.0","ThreeMIX","2015/6/16 14:15:25","14","15","25","1800555","北京市","北京市县","延庆县","2015/6/16 14:15:02","1","118,4,2","CG","0.000"
"40.487","116.202","-9.924","-3.0","343.0","FourOPT","2015/6/16 14:15:25","14","15","25","2195951","北京市","北京市县","延庆县","2015/6/16 14:15:03","1","118,4,2,117","IC","4.950"
"40.474","116.183","-14.953","-5.6","69.9","FourOPT","2015/6/16 14:15:25","14","15","25","3321826","北京市","北京市县","延庆县","2015/6/16 14:15:03","1","118,4,2,60,0","IC","2.181"
"40.471","116.186","-23.022","-8.2","172.2","FourOPT","2015/6/16 14:15:25","14","15","25","5225993","北京市","北京市县","延庆县","2015/6/16 14:15:04","1","118,4,2,60,0","IC","3.433"
"40.938","116.612","-12.890","-4.7","0.0","TwoMIX","2015/6/16 14:15:53","14","15","53","6146868","北京市","北京市县","怀柔区","2015/6/16 14:15:29","1","4,118","CG","0.000"
"39.809","115.637","20.796","10.2","102.0","FourOPT","2015/6/16 14:30:52","14","30","52","9941738","北京市","北京市县","房山区","2015/6/16 14:30:30","1","118,2,0,1,4","IC","3.849"
"40.759","116.714","25.784","4.9","69.8","FourOPT","2015/6/16 14:38:24","14","38","24","3475372","北京市","北京市县","怀柔区","2015/6/16 14:38:01","1","4,118,60,2","IC","2.636"
"40.406","116.475","-12.738","-3.8","101.4","FourOPT","2015/6/16 14:38:28","14","38","28","5219653","北京市","北京市县","怀柔区","2015/6/16 14:38:05","1","4,118,1,60,0","IC","4.260"
"40.477","116.205","7.758","1.0","0.0","TwoMIX","2015/6/16 15:35:25","15","35","25","9598745","北京市","北京市县","延庆县","2015/6/16 15:35:18","1","1,4","IC","0.000"
"40.643","116.456","-12.050","-2.2","101.1","FourOPT","2015/6/16 15:35:26","15","35","26","231231","北京市","北京市县","延庆县","2015/6/16 15:35:19","1","1,118,4,0","CG","0.000"
"40.610","116.491","-18.749","-4.9","187.1","FourOPT","2015/6/16 15:35:26","15","35","26","1325833","北京市","北京市县","延庆县","2015/6/16 15:35:19","1","1,118,4,0,2","CG","0.000"
"40.750","116.715","11.540","2.2","101.0","FourOPT","2015/6/16 15:37:45","15","37","45","87428","北京市","北京市县","怀柔区","2015/6/16 15:37:36","1","1,4,118,60,117","IC","2.656"
"40.933","116.531","-15.682","-4.0","137.8","FourOPT","2015/6/16 13:39:38","13","39","38","6899976","北京市","北京市县","怀柔区","2015/6/16 13:39:13","1","4,118,60,117","IC","2.929"
"40.984","116.546","-19.842","-5.0","137.7","FourOPT","2015/6/16 13:48:58","13","48","58","5756054","北京市","北京市县","怀柔区","2015/6/16 13:48:35","1","4,118,0,60,113","IC","2.641"
"40.791","116.588","-15.562","-4.1","69.8","FourOPT","2015/6/16 13:49:12","13","49","12","6851438","北京市","北京市县","怀柔区","2015/6/16 13:48:49","1","4,118,117,0","IC","2.531"
"40.974","116.512","-33.901","-5.3","69.7","FourOPT","2015/6/16 13:49:20","13","49","20","2043064","北京市","北京市县","怀柔区","2015/6/16 13:48:56","1","4,118,0,60,117","IC","1.952"
"40.162","116.813","-10.496","-3.8","0.0","ThreeMIX","2015/6/16 13:58:44","13","58","44","6667297","北京市","北京市县","顺义县","2015/6/16 13:58:20","1","4,1,118","CG","0.000"
"40.989","116.648","-11.572","-3.3","100.7","FourOPT","2015/6/16 13:58:54","13","58","54","2477696","北京市","北京市县","怀柔区","2015/6/16 13:58:32","1","4,1,118,117","IC","2.186"
"40.295","116.806","-10.504","-2.9","0.0","ThreeMIX","2015/6/16 13:58:54","13","58","54","3834853","北京市","北京市县","密云县","2015/6/16 13:58:33","1","4,1,118","CG","0.000"
"40.271","116.820","-43.041","-34.4","70.0","FourOPT","2015/6/16 13:58:54","13","58","54","4476012","北京市","北京市县","顺义县","2015/6/16 13:58:33","1","4,1,118,117,60","IC","3.829"
"40.989","116.648","-18.224","-4.8","137.7","FourOPT","2015/6/16 13:58:54","13","58","54","5142687","北京市","北京市县","怀柔区","2015/6/16 13:58:33","1","4,1,118,117,60","IC","2.554"
"40.989","116.648","-8.223","-3.0","0.0","ThreeMIX","2015/6/16 13:58:54","13","58","54","5473308","北京市","北京市县","怀柔区","2015/6/16 13:58:34","1","4,1,118","CG","0.000"
"41.011","116.615","-23.482","-7.5","0.0","TwoMIX","2015/6/16 13:58:57","13","58","57","2214300","北京市","北京市县","怀柔区","2015/6/16 13:58:36","1","4,1","CG","0.000"
"41.016","116.625","8.931","1.2","0.0","TwoMIX","2015/6/16 13:59:02","13","59","2","5750393","北京市","北京市县","怀柔区","2015/6/16 13:58:37","1","4,1","CG","0.000"
"41.014","116.636","-4.977","-2.7","0.0","TwoMIX","2015/6/16 13:59:03","13","59","3","7352100","北京市","北京市县","怀柔区","2015/6/16 13:58:39","1","4,1","CG","0.000"
"40.144","115.881","-12.633","-5.1","0.0","ThreeMIX","2015/6/16 13:59:10","13","59","10","1307072","北京市","北京市县","昌平区","2015/6/16 13:58:46","1","118,2,117","IC","0.000"
"40.155","115.929","-5.330","-1.7","0.0","ThreeMIX","2015/6/16 13:59:10","13","59","10","1419747","北京市","北京市县","昌平区","2015/6/16 13:58:46","1","118,2,4","CG","0.000"
"40.983","116.644","-12.127","-3.9","177.0","FourOPT","2015/6/16 13:59:17","13","59","17","6588501","北京市","北京市县","怀柔区","2015/6/16 13:58:53","1","4,1,118,60","IC","2.940"
"40.986","116.559","-13.197","-4.3","137.7","FourOPT","2015/6/16 14:07:26","14","7","26","5342649","北京市","北京市县","怀柔区","2015/6/16 14:07:02","1","4,1,118,0,60","IC","2.615"
"40.481","116.202","-8.744","-3.4","69.9","FourOPT","2015/6/16 14:07:36","14","7","36","5488473","北京市","北京市县","延庆县","2015/6/16 14:07:13","1","118,4,2,1","IC","2.234"
"40.483","116.201","-13.375","-4.6","119.0","FourOPT","2015/6/16 14:07:36","14","7","36","6246893","北京市","北京市县","延庆县","2015/6/16 14:07:14","1","118,4,2,1,0","IC","2.911"
"40.951","116.600","-48.036","-7.0","100.8","FourOPT","2015/6/16 14:07:40","14","7","40","1540410","北京市","北京市县","怀柔区","2015/6/16 14:07:16","1","4,1,118,0,117","CG","0.000"
"40.952","116.602","-32.960","-8.0","137.8","FourOPT","2015/6/16 14:07:40","14","7","40","2493810","北京市","北京市县","怀柔区","2015/6/16 14:07:16","1","4,1,118,0,117","CG","0.000"
"40.952","116.602","-28.073","-9.5","137.8","FourOPT","2015/6/16 14:07:40","14","7","40","3766693","北京市","北京市县","怀柔区","2015/6/16 14:07:17","1","4,1,118,0,117","CG","0.000"
"40.951","116.601","-13.696","-6.3","100.8","FourOPT","2015/6/16 14:07:40","14","7","40","4744641","北京市","北京市县","怀柔区","2015/6/16 14:07:17","1","4,1,118,0,117","IC","2.377"
"40.983","116.563","-32.107","-3.3","137.7","FourOPT","2015/6/16 14:07:48","14","7","48","8599783","北京市","北京市县","怀柔区","2015/6/16 14:07:24","1","4,1,118,0,60","IC","2.629"
"40.967","116.541","-25.347","-4.4","100.8","FourOPT","2015/6/16 14:15:53","14","15","53","8025944","北京市","北京市县","怀柔区","2015/6/16 14:15:29","1","4,118,60,117","IC","2.346"
"40.832","116.565","-13.024","-2.2","0.0","ThreeMIX","2015/6/16 14:16:00","14","16","0","2428606","北京市","北京市县","怀柔区","2015/6/16 14:15:36","1","4,118,117","CG","0.000"
"40.932","116.503","-27.478","-6.9","177.1","FourOPT","2015/6/16 14:16:00","14","16","0","2819799","北京市","北京市县","怀柔区","2015/6/16 14:15:37","1","4,118,60,117,113","CG","0.000"
"40.907","116.536","-25.420","-4.6","100.8","FourOPT","2015/6/16 14:16:15","14","16","15","6551005","北京市","北京市县","怀柔区","2015/6/16 14:15:51","1","4,118,0,60,117","IC","2.611"
"40.940","116.486","-25.272","-3.6","100.8","FourOPT","2015/6/16 14:16:22","14","16","22","6518782","北京市","北京市县","怀柔区","2015/6/16 14:15:58","1","4,118,0,60,117","IC","2.527"
"39.897","116.367","-47.232","-40.3","172.3","FourOPT","2015/6/16 14:46:17","14","46","17","5118071","北京市","北京市市区","北京市市区","2015/6/16 14:45:56","1","4,118,1,60,0","IC","7.115"
"39.627","116.798","-71.851","-43.8","119.2","FourOPT","2015/6/16 12:03:19","12","3","19","4412517","北京市","北京市县","通州区","2015/6/16 12:02:55","1","4,1,118,60,117","IC","6.474"
"40.105","116.520","8.060","1.9","226.6","FourOPT","2015/6/16 12:04:29","12","4","29","9445049","北京市","北京市县","顺义县","2015/6/16 12:04:06","1","118,2,1","IC","5.772"
"40.718","116.326","4.516","2.8","0.0","TwoMIX","2015/6/16 12:04:33","12","4","33","4466352","北京市","北京市县","延庆县","2015/6/16 12:04:09","1","118,4","IC","0.000"
"40.702","116.543","-17.987","-20.9","119.0","FourOPT","2015/6/16 13:27:51","13","27","51","9211230","北京市","北京市县","怀柔区","2015/6/16 13:27:28","1","4,1,118,60,0","IC","3.656"
"39.802","116.722","13.129","3.2","102.0","FourOPT","2015/6/16 6:05:18","6","5","18","7957168","北京市","北京市县","通州区","2015/6/16 6:05:01","1","0,1,118,4,117","IC","1.029"
"40.714","116.374","11.219","4.5","139.6","FourOPT","2015/6/16 10:47:07","10","47","7","3939958","北京市","北京市县","延庆县","2015/6/16 10:46:45","1","4,118,1,117","IC","4.044"
"40.594","116.571","-8.912","-2.8","0.0","ThreeMIX","2015/6/16 13:12:24","13","12","24","7378427","北京市","北京市县","怀柔区","2015/6/16 13:12:03","1","4,1,118","CG","0.000"
"40.019","115.591","-12.417","-2.1","0.0","TwoMIX","2015/6/16 13:29:04","13","29","4","8024073","北京市","北京市县","门头沟区","2015/6/16 13:28:40","1","2,118","CG","0.000"
"39.970","115.842","-20.125","-6.1","210.3","FourOPT","2015/6/16 12:54:10","12","54","10","6266292","北京市","北京市县","门头沟区","2015/6/16 12:53:49","1","2,118,4,60","IC","3.442"
"40.022","115.695","5.568","1.4","0.0","ThreeMIX","2015/6/16 13:13:17","13","13","17","7367818","北京市","北京市县","门头沟区","2015/6/16 13:12:55","1","2,118,0","IC","0.000"
"39.779","116.693","-16.795","-5.1","0.0","ThreeMIX","2015/6/16 12:08:47","12","8","47","8670638","北京市","北京市县","通州区","2015/6/16 12:08:27","1","1,4,117","IC","0.000"
"39.724","116.644","18.778","2.7","187.6","FourOPT","2015/6/16 12:09:02","12","9","2","5627324","北京市","北京市县","通州区","2015/6/16 12:08:38","1","118,1,4,117,60","IC","6.400"
"40.638","116.452","-4.947","-1.8","0.0","ThreeMIX","2015/6/16 12:09:10","12","9","10","2639545","北京市","北京市县","延庆县","2015/6/16 12:08:47","1","1,118,4","CG","0.000"
"40.176","115.921","17.820","8.8","0.0","ThreeMIX","2015/6/16 12:09:50","12","9","50","7544522","北京市","北京市县","昌平区","2015/6/16 12:09:26","1","4,60,117","CG","0.000"
"40.526","117.107","-16.926","-7.7","119.0","FourOPT","2015/6/16 12:55:18","12","55","18","4241807","北京市","北京市县","密云县","2015/6/16 12:54:55","1","4,118,117,0","IC","4.501"
"40.647","116.473","-11.581","-3.2","101.1","FourOPT","2015/6/16 12:10:18","12","10","18","2384208","北京市","北京市县","延庆县","2015/6/16 12:09:54","1","1,118,4,0","IC","3.303"
"40.633","116.473","-7.771","-2.2","0.0","ThreeMIX","2015/6/16 12:11:11","12","11","11","2775209","北京市","北京市县","延庆县","2015/6/16 12:10:47","1","1,118,4","CG","0.000"
"40.281","116.024","-10.849","-4.2","0.0","TwoMIX","2015/6/16 12:12:46","12","12","46","7801739","北京市","北京市县","昌平区","2015/6/16 12:12:29","1","1,4","CG","0.000"
"40.626","116.505","-8.189","-3.1","0.0","ThreeMIX","2015/6/16 12:12:46","12","12","46","9611464","北京市","北京市县","延庆县","2015/6/16 12:12:29","1","1,118,4","CG","0.000"
"40.309","116.002","6.982","2.8","0.0","TwoMIX","2015/6/16 12:12:47","12","12","47","141031","北京市","北京市县","昌平区","2015/6/16 12:12:29","1","1,4","IC","0.000"
"40.630","116.462","-8.562","-1.9","101.1","FourOPT","2015/6/16 12:13:16","12","13","16","8245814","北京市","北京市县","延庆县","2015/6/16 12:12:54","1","1,118,4,0","IC","3.334"
"40.727","116.600","5.361","1.4","0.0","ThreeMIX","2015/6/16 12:59:12","12","59","12","7665926","北京市","北京市县","怀柔区","2015/6/16 12:58:48","1","1,4,118","IC","0.000"
"40.635","116.446","-8.085","-1.9","0.0","ThreeMIX","2015/6/16 12:15:37","12","15","37","4993174","北京市","北京市县","延庆县","2015/6/16 12:15:16","1","1,118,4","CG","0.000"
"40.613","116.493","-20.937","-5.2","138.4","FourOPT","2015/6/16 12:15:37","12","15","37","6038589","北京市","北京市县","延庆县","2015/6/16 12:15:16","1","1,118,4,0,2","CG","0.000"
"40.612","116.493","-8.689","-3.7","0.0","ThreeMIX","2015/6/16 12:15:37","12","15","37","6961472","北京市","北京市县","延庆县","2015/6/16 12:15:17","1","1,118,4","CG","0.000"
"40.636","116.447","-16.968","-4.0","101.1","FourOPT","2015/6/16 12:16:16","12","16","16","2546751","北京市","北京市县","延庆县","2015/6/16 12:15:54","1","1,118,4,0,2","CG","0.000"
"40.950","116.519","-16.539","-15.1","100.8","FourOPT","2015/6/16 13:19:15","13","19","15","3449402","北京市","北京市县","怀柔区","2015/6/16 13:18:51","1","4,1,118,60,0","IC","2.444"
"40.611","116.520","-14.288","-3.6","101.1","FourOPT","2015/6/16 12:16:47","12","16","47","3740964","北京市","北京市县","延庆县","2015/6/16 12:16:24","1","1,118,4,0","IC","3.188"
"40.611","116.472","-16.628","-4.9","138.4","FourOPT","2015/6/16 12:16:47","12","16","47","4391759","北京市","北京市县","延庆县","2015/6/16 12:16:24","1","1,118,4,0,117","IC","3.875"
"40.631","116.461","-12.684","-3.1","101.1","FourOPT","2015/6/16 12:17:16","12","17","16","7599047","北京市","北京市县","延庆县","2015/6/16 12:16:53","1","1,118,4,0,60","IC","3.336"
"40.664","116.460","-24.899","-5.4","202.2","FourOPT","2015/6/16 12:17:49","12","17","49","8283347","北京市","北京市县","延庆县","2015/6/16 12:17:26","1","1,4,118,0,2","CG","0.000"
"40.664","116.459","-13.462","-4.1","101.1","FourOPT","2015/6/16 12:17:49","12","17","49","8618939","北京市","北京市县","延庆县","2015/6/16 12:17:27","1","1,4,118,0","IC","3.336"
"40.664","116.460","-15.955","-4.9","101.1","FourOPT","2015/6/16 12:17:49","12","17","49","9254025","北京市","北京市县","延庆县","2015/6/16 12:17:27","1","1,4,118,0,117","IC","3.335"
"40.665","116.459","-20.260","-5.4","101.1","FourOPT","2015/6/16 12:17:50","12","17","50","177310","北京市","北京市县","延庆县","2015/6/16 12:17:28","1","1,4,118,0,2","CG","0.000"
"40.678","117.032","-10.687","-3.2","119.0","FourOPT","2015/6/16 12:43:10","12","43","10","7066371","北京市","北京市县","密云县","2015/6/16 12:42:49","1","4,1,118,0","IC","3.999"
"40.118","115.903","6.874","2.2","0.0","ThreeMIX","2015/6/16 13:00:57","13","0","57","9501914","北京市","北京市县","门头沟区","2015/6/16 13:00:36","1","118,2,4","CG","0.000"
"40.104","115.884","-8.109","-3.3","0.0","ThreeMIX","2015/6/16 13:01:55","13","1","55","8366305","北京市","北京市县","门头沟区","2015/6/16 13:01:31","1","118,2,4","CG","0.000"
"39.926","115.602","9.402","2.9","70.1","FourOPT","2015/6/16 13:20:27","13","20","27","8333836","北京市","北京市县","门头沟区","2015/6/16 13:20:04","1","2,118,4,1","IC","1.872"
"40.611","116.483","-15.796","-4.6","101.1","FourOPT","2015/6/16 12:18:49","12","18","49","4033028","北京市","北京市县","延庆县","2015/6/16 12:18:26","1","1,118,4,0,117","IC","3.284"
"40.632","116.490","-19.221","-3.9","101.1","FourOPT","2015/6/16 12:20:04","12","20","4","86576","北京市","北京市县","延庆县","2015/6/16 12:19:44","1","1,118,4,0,2","IC","3.261"
"40.627","116.477","-22.813","-6.1","101.1","FourOPT","2015/6/16 12:20:04","12","20","4","1056417","北京市","北京市县","延庆县","2015/6/16 12:19:44","1","1,118,4,0,117","IC","3.295"
"40.324","116.614","-20.866","-16.7","209.9","FourOPT","2015/6/16 12:44:01","12","44","1","3104437","北京市","北京市县","怀柔区","2015/6/16 12:43:37","1","4,1,118,60,117","IC","6.402"
"40.911","116.536","7.336","3.1","0.0","ThreeMIX","2015/6/16 13:02:10","13","2","10","8931680","北京市","北京市县","怀柔区","2015/6/16 13:01:46","1","4,1,118","IC","0.000"
"40.637","116.462","-11.115","-3.3","101.1","FourOPT","2015/6/16 12:21:20","12","21","20","3504239","北京市","北京市县","延庆县","2015/6/16 12:20:57","1","1,118,4,0","IC","3.332"
"40.667","116.442","-29.744","-5.6","69.8","FourOPT","2015/6/16 12:45:06","12","45","6","8431090","北京市","北京市县","延庆县","2015/6/16 12:44:43","1","4,1,118,60,117","IC","2.934"
"40.058","116.661","-26.083","-15.9","172.2","FourOPT","2015/6/16 12:45:07","12","45","7","2466211","北京市","北京市县","顺义县","2015/6/16 12:44:45","1","4,1,118,60,117","IC","6.621"
"40.770","116.459","-12.695","-1.9","69.8","FourOPT","2015/6/16 13:22:14","13","22","14","2718866","北京市","北京市县","延庆县","2015/6/16 13:21:52","1","4,118,1,117","IC","2.649"
"40.033","115.568","13.996","4.3","0.0","TwoMIX","2015/6/16 12:22:55","12","22","55","8605379","北京市","北京市县","门头沟区","2015/6/16 12:22:33","1","1,4","IC","0.000"
