"LATITUDE","LONGITUDE","INTENS","SLOPE","ERROR","LOCATION","DATETIME","HOUR","MINUTE","SECOND","MINISECOND","PROVINCE","DISTRICT","COUNTRY","INPUTTIME","PROCESSFLAG","USEDIDS","CG_IC","HEIGHT"
"40.321","116.175","70.987","9.7","238.2","FourOPT","2015/6/16 18:44:22","18","44","22","8976231","北京市","北京市县","昌平区","2015/6/16 18:43:57","1","2,0,1,4,60","IC","6.000"
"40.328","116.018","-4.359","-0.6","0.0","TwoMIX","2015/6/16 18:44:23","18","44","23","1298230","北京市","北京市县","延庆县","2015/6/16 18:43:58","1","118,4","CG","0.000"
"40.054","115.642","13.589","3.4","172.2","FourOPT","2015/6/16 18:57:09","18","57","9","4504750","北京市","北京市县","门头沟区","2015/6/16 18:56:44","1","118,1,4,2,60","IC","3.974"
"40.542","115.897","-32.566","-8.3","178.0","FourOPT","2015/6/16 17:30:53","17","30","53","8112774","北京市","北京市县","延庆县","2015/6/16 17:30:31","1","2,4,1,0,60","CG","0.000"
"40.406","115.932","-25.426","-7.9","138.7","FourOPT","2015/6/16 17:31:09","17","31","9","5328528","北京市","北京市县","延庆县","2015/6/16 17:30:44","1","2,0,1,4,117","CG","0.000"
"40.972","116.505","-26.004","-4.7","172.1","FourOPT","2015/6/16 13:49:36","13","49","36","538945","北京市","北京市县","怀柔区","2015/6/16 13:49:13","1","4,118,0,60,2","IC","3.094"
"40.955","116.595","-14.509","-5.0","0.0","ThreeMIX","2015/6/16 13:49:56","13","49","56","9661468","北京市","北京市县","怀柔区","2015/6/16 13:49:32","1","4,118,0","CG","0.000"
"40.924","116.638","-11.935","-5.1","177.1","FourOPT","2015/6/16 13:49:57","13","49","57","914736","北京市","北京市县","怀柔区","2015/6/16 13:49:32","1","4,118,0,117,60","IC","3.311"
"40.916","116.632","-12.364","-3.4","0.0","ThreeMIX","2015/6/16 13:49:57","13","49","57","1797738","北京市","北京市县","怀柔区","2015/6/16 13:49:33","1","4,118,117","CG","0.000"
"40.967","116.595","-10.686","-3.6","0.0","ThreeMIX","2015/6/16 13:50:03","13","50","3","8311148","北京市","北京市县","怀柔区","2015/6/16 13:49:39","1","4,118,0","CG","0.000"
"40.404","116.068","17.499","4.7","69.9","FourOPT","2015/6/16 13:59:19","13","59","19","1241895","北京市","北京市县","延庆县","2015/6/16 13:58:54","1","118,2,4,1,113","IC","1.859"
"41.033","116.610","-3.765","-3.2","0.0","TwoMIX","2015/6/16 13:59:27","13","59","27","1532414","北京市","北京市县","怀柔区","2015/6/16 13:59:06","1","4,1","IC","0.000"
"40.961","116.625","-11.667","-4.8","0.0","ThreeMIX","2015/6/16 13:59:48","13","59","48","8338353","北京市","北京市县","怀柔区","2015/6/16 13:59:24","1","4,1,118","CG","0.000"
"40.934","116.511","-92.809","-18.0","118.9","FourOPT","2015/6/16 14:16:45","14","16","45","6525718","北京市","北京市县","怀柔区","2015/6/16 14:16:23","1","4,118,0,2,60","IC","2.738"
"40.935","116.538","-12.193","-2.2","0.0","ThreeMIX","2015/6/16 14:16:46","14","16","46","949349","北京市","北京市县","怀柔区","2015/6/16 14:16:23","1","4,118,0","CG","0.000"
"40.247","116.081","-12.019","-3.3","172.2","FourOPT","2015/6/16 15:03:29","15","3","29","5091283","北京市","北京市县","昌平区","2015/6/16 15:03:05","1","118,2,4,60,1","IC","3.423"
"40.493","116.355","17.269","5.7","69.9","FourOPT","2015/6/16 15:11:03","15","11","3","5415474","北京市","北京市县","怀柔区","2015/6/16 15:10:38","1","118,4,0,1","IC","2.608"
"40.643","117.339","-22.178","-18.9","119.0","FourOPT","2015/6/16 15:19:31","15","19","31","5259902","北京市","北京市县","密云县","2015/6/16 15:19:07","1","1,4,0,117,118","IC","2.143"
"40.989","116.558","-66.876","-7.6","100.7","FourOPT","2015/6/16 13:50:21","13","50","21","8998267","北京市","北京市县","怀柔区","2015/6/16 13:49:58","1","118,0,60,117,2","CG","0.000"
"40.987","116.558","-19.453","-3.8","69.7","FourOPT","2015/6/16 13:50:21","13","50","21","9943632","北京市","北京市县","怀柔区","2015/6/16 13:49:59","1","4,118,0,60","IC","1.856"
"40.856","116.492","-17.125","-9.1","0.0","ThreeMIX","2015/6/16 13:50:22","13","50","22","659220","北京市","北京市县","怀柔区","2015/6/16 13:49:59","1","4,118,0","CG","0.000"
"40.987","116.558","-15.317","-4.3","0.0","ThreeMIX","2015/6/16 13:50:22","13","50","22","1244401","北京市","北京市县","怀柔区","2015/6/16 13:49:59","1","4,118,0","CG","0.000"
"40.793","116.580","-12.419","-4.0","0.0","ThreeMIX","2015/6/16 13:50:22","13","50","22","2738901","北京市","北京市县","怀柔区","2015/6/16 13:50:00","1","4,118,117","CG","0.000"
"40.031","115.750","-40.982","-32.8","0.0","ThreeMIX","2015/6/16 13:50:33","13","50","33","7691073","北京市","北京市县","门头沟区","2015/6/16 13:50:08","1","4,60,117","CG","0.000"
"40.975","116.606","-11.580","-4.8","0.0","TwoMIX","2015/6/16 13:50:44","13","50","44","7043114","北京市","北京市县","怀柔区","2015/6/16 13:50:21","1","4,118","CG","0.000"
"40.972","116.585","-11.550","-4.3","0.0","ThreeMIX","2015/6/16 13:50:47","13","50","47","4830524","北京市","北京市县","怀柔区","2015/6/16 13:50:26","1","4,118,117","CG","0.000"
"40.598","116.665","-15.760","-5.5","187.1","FourOPT","2015/6/16 13:59:48","13","59","48","9616793","北京市","北京市县","怀柔区","2015/6/16 13:59:25","1","4,1,118,117,60","IC","5.018"
"40.962","116.627","-18.199","-7.5","137.8","FourOPT","2015/6/16 13:59:49","13","59","49","445439","北京市","北京市县","怀柔区","2015/6/16 13:59:25","1","4,1,118,117,60","IC","2.713"
"40.468","116.200","-7.805","-2.6","69.9","FourOPT","2015/6/16 14:00:15","14","0","15","3977092","北京市","北京市县","延庆县","2015/6/16 13:59:51","1","118,4,2,1","IC","2.223"
"40.469","116.200","-17.615","-5.8","172.2","FourOPT","2015/6/16 14:00:15","14","0","15","5092901","北京市","北京市县","延庆县","2015/6/16 13:59:51","1","118,4,2,60,1","IC","3.493"
"40.467","116.200","-8.775","-3.9","0.0","ThreeMIX","2015/6/16 14:00:15","14","0","15","6458302","北京市","北京市县","延庆县","2015/6/16 13:59:52","1","118,4,2","CG","0.000"
"40.913","116.550","-11.684","-3.3","0.0","TwoMIX","2015/6/16 14:00:17","14","0","17","7707961","北京市","北京市县","怀柔区","2015/6/16 13:59:53","1","1,118","CG","0.000"
"40.987","116.558","-10.767","-2.8","100.7","FourOPT","2015/6/16 14:00:20","14","0","20","259909","北京市","北京市县","怀柔区","2015/6/16 13:59:56","1","4,1,118,60","IC","2.235"
"41.001","116.629","-5.345","-2.4","0.0","TwoMIX","2015/6/16 14:00:21","14","0","21","1197632","北京市","北京市县","怀柔区","2015/6/16 13:59:57","1","4,1","CG","0.000"
"40.988","116.638","-111.775","-18.1","69.7","FourOPT","2015/6/16 14:00:32","14","0","32","8515829","北京市","北京市县","怀柔区","2015/6/16 14:00:07","1","1,118,117,60,2","IC","2.749"
"40.995","116.639","-9.848","-4.1","0.0","ThreeMIX","2015/6/16 14:00:32","14","0","32","8724133","北京市","北京市县","怀柔区","2015/6/16 14:00:08","1","4,1,118","CG","0.000"
"40.481","116.200","-13.567","-4.7","69.9","FourOPT","2015/6/16 14:08:32","14","8","32","1437105","北京市","北京市县","延庆县","2015/6/16 14:08:10","1","118,4,2,60,0","IC","2.227"
"40.978","116.611","-16.231","-3.8","100.8","FourOPT","2015/6/16 14:08:52","14","8","52","2843938","北京市","北京市县","怀柔区","2015/6/16 14:08:28","1","4,118,0,117","IC","2.242"
"40.809","116.532","-16.854","-4.0","0.0","ThreeMIX","2015/6/16 14:17:10","14","17","10","2011762","北京市","北京市县","怀柔区","2015/6/16 14:16:48","1","4,118,117","CG","0.000"
"40.763","116.431","-7.207","-3.1","0.0","TwoMIX","2015/6/16 14:17:15","14","17","15","8077661","北京市","北京市县","延庆县","2015/6/16 14:16:51","1","4,118","CG","0.000"
"40.982","116.608","-4.953","-2.4","0.0","TwoMIX","2015/6/16 14:24:57","14","24","57","5077211","北京市","北京市县","怀柔区","2015/6/16 14:24:34","1","4,1","CG","0.000"
"40.470","116.187","-12.304","-4.5","119.0","FourOPT","2015/6/16 14:32:10","14","32","10","2545271","北京市","北京市县","延庆县","2015/6/16 14:31:46","1","118,4,2,60,1","IC","2.859"
"40.632","116.841","-11.320","-3.8","0.0","ThreeMIX","2015/6/16 14:47:46","14","47","46","9316651","北京市","北京市县","密云县","2015/6/16 14:47:23","1","4,118,117","CG","0.000"
"39.839","115.669","-14.365","-2.8","102.0","FourOPT","2015/6/16 15:38:32","15","38","32","4852680","北京市","北京市县","房山区","2015/6/16 15:38:22","1","2,118,1,4","IC","1.672"
"39.934","116.630","-15.327","-10.3","0.0","ThreeMIX","2015/6/16 15:21:23","15","21","23","6373021","北京市","北京市县","通州区","2015/6/16 15:21:00","1","4,1,118","CG","0.000"
"40.951","116.639","-6.843","-3.4","0.0","TwoMIX","2015/6/16 13:41:01","13","41","1","8964857","北京市","北京市县","怀柔区","2015/6/16 13:40:38","1","4,1","CG","0.000"
"40.972","116.595","-35.537","-4.5","100.8","FourOPT","2015/6/16 13:51:26","13","51","26","7997152","北京市","北京市县","怀柔区","2015/6/16 13:51:02","1","4,118,0,117,60","IC","2.279"
"40.986","116.636","-27.365","-4.4","69.7","FourOPT","2015/6/16 14:00:33","14","0","33","2320361","北京市","北京市县","怀柔区","2015/6/16 14:00:08","1","1,118,117,60,113","IC","2.747"
"40.994","116.638","-14.962","-6.2","100.7","FourOPT","2015/6/16 14:00:33","14","0","33","2987738","北京市","北京市县","怀柔区","2015/6/16 14:00:09","1","4,1,118,117","IC","2.159"
"40.994","116.638","-14.126","-6.7","100.7","FourOPT","2015/6/16 14:00:33","14","0","33","4498923","北京市","北京市县","怀柔区","2015/6/16 14:00:10","1","4,1,118,117","IC","2.158"
"40.749","116.590","-108.286","-23.1","69.8","FourOPT","2015/6/16 14:00:47","14","0","47","1992545","北京市","北京市县","怀柔区","2015/6/16 14:00:26","1","118,2,60,1","IC","3.253"
"40.502","116.224","-8.317","-3.2","226.5","FourOPT","2015/6/16 14:00:48","14","0","48","8730544","北京市","北京市县","延庆县","2015/6/16 14:00:27","1","118,4,2,1","IC","4.139"
"40.316","116.680","-16.655","-19.4","70.0","FourOPT","2015/6/16 14:00:50","14","0","50","2210977","北京市","北京市县","怀柔区","2015/6/16 14:00:28","1","4,1,118,60,117","IC","3.715"
"40.969","116.639","-102.198","-65.4","137.8","FourOPT","2015/6/16 14:09:14","14","9","14","1326907","北京市","北京市县","怀柔区","2015/6/16 14:08:50","1","4,118,60,117,2","IC","2.675"
"40.929","116.535","-10.862","-5.6","0.0","ThreeMIX","2015/6/16 14:09:25","14","9","25","1258103","北京市","北京市县","怀柔区","2015/6/16 14:09:02","1","4,118,0","CG","0.000"
"40.562","116.532","-12.462","-1.9","0.0","ThreeMIX","2015/6/16 14:17:30","14","17","30","401882","北京市","北京市县","怀柔区","2015/6/16 14:17:05","1","118,4,117","CG","0.000"
"40.927","116.532","-125.283","-25.5","118.9","FourOPT","2015/6/16 14:17:59","14","17","59","8124935","北京市","北京市县","怀柔区","2015/6/16 14:17:35","1","1,118,0,60,2","CG","0.000"
"40.644","116.403","-8.506","-2.9","0.0","ThreeMIX","2015/6/16 14:32:59","14","32","59","6525652","北京市","北京市县","延庆县","2015/6/16 14:32:34","1","118,1,4","IC","0.000"
"40.622","116.425","-7.202","-3.5","0.0","ThreeMIX","2015/6/16 14:40:10","14","40","10","350243","北京市","北京市县","延庆县","2015/6/16 14:39:44","1","118,1,4","CG","0.000"
"40.460","116.156","-7.922","-1.5","0.0","TwoMIX","2015/6/16 14:47:47","14","47","47","2828546","北京市","北京市县","延庆县","2015/6/16 14:47:24","1","1,4","IC","0.000"
"40.599","116.482","7.470","2.1","69.9","FourOPT","2015/6/16 15:11:45","15","11","45","9118252","北京市","北京市县","延庆县","2015/6/16 15:11:24","1","118,4,0,1","IC","2.928"
"40.978","116.565","3.557","0.3","0.0","TwoMIX","2015/6/16 15:11:46","15","11","46","5160946","北京市","北京市县","怀柔区","2015/6/16 15:11:26","1","4,1","IC","0.000"
"40.234","116.131","9.514","1.7","0.0","ThreeMIX","2015/6/16 15:39:00","15","39","0","2651803","北京市","北京市县","昌平区","2015/6/16 15:38:49","1","118,1,4","IC","0.000"
"40.001","115.727","11.094","1.9","281.4","FourOPT","2015/6/16 13:29:25","13","29","25","666238","北京市","北京市县","门头沟区","2015/6/16 13:29:02","1","2,118,4,1,60","IC","4.131"
"41.048","116.623","-6.586","-2.8","0.0","TwoMIX","2015/6/16 13:30:07","13","30","7","4104084","北京市","北京市县","怀柔区","2015/6/16 13:29:43","1","4,1","CG","0.000"
"41.038","116.652","5.885","2.0","0.0","TwoMIX","2015/6/16 13:41:18","13","41","18","7501467","北京市","北京市县","怀柔区","2015/6/16 13:40:54","1","4,1","CG","0.000"
"40.970","116.655","-42.342","-4.5","172.1","FourOPT","2015/6/16 13:51:33","13","51","33","5352973","北京市","北京市县","怀柔区","2015/6/16 13:51:09","1","4,118,0,117,60","CG","0.000"
"40.973","116.659","-32.475","-5.5","69.7","FourOPT","2015/6/16 13:51:33","13","51","33","6229060","北京市","北京市县","怀柔区","2015/6/16 13:51:10","1","4,118,0,117,60","CG","0.000"
"40.969","116.655","-18.429","-5.4","69.7","FourOPT","2015/6/16 13:51:33","13","51","33","7687001","北京市","北京市县","怀柔区","2015/6/16 13:51:11","1","118,0,117,60","IC","3.609"
"40.991","116.633","-12.570","-3.0","0.0","TwoMIX","2015/6/16 13:51:41","13","51","41","9641661","北京市","北京市县","怀柔区","2015/6/16 13:51:18","1","4,118","CG","0.000"
"40.979","116.675","-24.383","-5.2","137.7","FourOPT","2015/6/16 13:52:00","13","52","0","8565114","北京市","北京市县","怀柔区","2015/6/16 13:51:38","1","4,118,0,117,60","IC","2.627"
"40.976","116.529","-13.819","-2.9","100.8","FourOPT","2015/6/16 13:52:02","13","52","2","6375257","北京市","北京市县","怀柔区","2015/6/16 13:51:39","1","4,118,60,117","IC","2.316"
"41.040","116.663","8.267","5.0","0.0","TwoMIX","2015/6/16 14:01:13","14","1","13","1080310","北京市","北京市县","怀柔区","2015/6/16 14:00:49","1","4,1","CG","0.000"
"40.978","116.602","-21.506","-5.5","137.7","FourOPT","2015/6/16 14:01:20","14","1","20","7350682","北京市","北京市县","怀柔区","2015/6/16 14:00:56","1","4,1,118,117,60","CG","0.000"
"40.977","116.612","-12.293","-3.1","137.7","FourOPT","2015/6/16 14:01:29","14","1","29","4883612","北京市","北京市县","怀柔区","2015/6/16 14:01:06","1","1,118,117,4,60","IC","3.893"
"40.954","116.612","-13.436","-4.9","137.8","FourOPT","2015/6/16 14:09:36","14","9","36","9823028","北京市","北京市县","怀柔区","2015/6/16 14:09:13","1","4,118,0,117,60","IC","2.763"
"40.971","116.620","-7.325","-2.8","0.0","TwoMIX","2015/6/16 14:17:59","14","17","59","8373796","北京市","北京市县","怀柔区","2015/6/16 14:17:36","1","4,1","CG","0.000"
"40.968","116.507","-12.192","-2.8","100.8","FourOPT","2015/6/16 14:17:59","14","17","59","8887740","北京市","北京市县","怀柔区","2015/6/16 14:17:37","1","4,1,118,117","IC","2.382"
"40.925","116.529","-23.720","-3.2","100.8","FourOPT","2015/6/16 14:18:14","14","18","14","9800897","北京市","北京市县","怀柔区","2015/6/16 14:17:50","1","4,1,118,60,117","IC","2.542"
"40.441","116.185","8.730","1.6","0.0","ThreeMIX","2015/6/16 15:05:16","15","5","16","2137059","北京市","北京市县","延庆县","2015/6/16 15:04:54","1","118,1,4","IC","0.000"
"40.179","116.719","-14.374","-16.7","281.4","FourOPT","2015/6/16 13:31:03","13","31","3","3090809","北京市","北京市县","顺义县","2015/6/16 13:30:41","1","4,1,118,60,0","IC","8.011"
"39.962","115.583","26.525","3.2","256.7","FourOPT","2015/6/16 13:41:54","13","41","54","414981","北京市","北京市县","门头沟区","2015/6/16 13:41:29","1","2,118,4,1,60","IC","3.877"
"40.499","116.216","-18.874","-4.0","187.1","FourOPT","2015/6/16 13:52:25","13","52","25","6196670","北京市","北京市县","延庆县","2015/6/16 13:52:04","1","118,4,2,117,113","IC","3.725"
"41.041","116.633","-13.401","-3.1","69.7","FourOPT","2015/6/16 13:52:27","13","52","27","2428968","北京市","北京市县","怀柔区","2015/6/16 13:52:06","1","4,118,0,60","IC","1.579"
"40.856","116.762","-11.625","-5.1","0.0","TwoMIX","2015/6/16 14:01:41","14","1","41","7543270","北京市","北京市县","怀柔区","2015/6/16 14:01:18","1","1,4","CG","0.000"
"40.974","116.601","-126.457","-25.3","69.7","FourOPT","2015/6/16 14:01:47","14","1","47","6214503","北京市","北京市县","怀柔区","2015/6/16 14:01:23","1","1,118,117,2","IC","2.781"
"41.002","116.641","-4.138","-2.9","0.0","TwoMIX","2015/6/16 14:01:50","14","1","50","2054335","北京市","北京市县","怀柔区","2015/6/16 14:01:26","1","4,1","CG","0.000"
"40.569","116.225","-12.643","-5.1","69.9","FourOPT","2015/6/16 14:01:52","14","1","52","4950847","北京市","北京市县","延庆县","2015/6/16 14:01:28","1","118,4,2,1,117","IC","2.352"
"40.979","116.564","-11.281","-2.0","100.8","FourOPT","2015/6/16 14:01:55","14","1","55","4817143","北京市","北京市县","怀柔区","2015/6/16 14:01:31","1","4,1,118,117","IC","2.268"
"40.156","115.912","6.053","2.6","0.0","ThreeMIX","2015/6/16 14:10:04","14","10","4","6377288","北京市","北京市县","昌平区","2015/6/16 14:09:42","1","118,2,4","CG","0.000"
"40.976","116.566","-14.649","-4.3","100.8","FourOPT","2015/6/16 14:10:39","14","10","39","6110990","北京市","北京市县","怀柔区","2015/6/16 14:10:16","1","4,118,0,117","IC","2.279"
"40.977","116.565","-18.007","-5.5","100.8","FourOPT","2015/6/16 14:10:39","14","10","39","6886712","北京市","北京市县","怀柔区","2015/6/16 14:10:16","1","4,118,0,117","IC","2.276"
"40.952","116.531","-15.849","-5.3","100.8","FourOPT","2015/6/16 14:18:44","14","18","44","9355091","北京市","北京市县","怀柔区","2015/6/16 14:18:20","1","4,1,118,0,60","IC","2.421"
"40.979","116.602","-28.467","-8.9","100.8","FourOPT","2015/6/16 14:19:00","14","19","0","1880742","北京市","北京市县","怀柔区","2015/6/16 14:18:36","1","4,1,118,0,117","IC","2.244"
"40.942","116.644","-30.554","-7.4","100.8","FourOPT","2015/6/16 14:19:00","14","19","0","3183141","北京市","北京市县","怀柔区","2015/6/16 14:18:36","1","4,1,118,0,117","CG","0.000"
"41.002","116.617","-16.021","-4.4","137.7","FourOPT","2015/6/16 14:19:00","14","19","0","3550338","北京市","北京市县","怀柔区","2015/6/16 14:18:36","1","4,1,118,0,117","IC","2.480"
"40.191","115.978","-12.353","-2.9","101.6","FourOPT","2015/6/16 14:26:18","14","26","18","1962302","北京市","北京市县","昌平区","2015/6/16 14:25:55","1","4,60,118,117","IC","5.046"
"40.544","116.811","10.954","10.0","101.2","FourOPT","2015/6/16 14:26:33","14","26","33","3033593","北京市","北京市县","密云县","2015/6/16 14:26:09","1","4,1,118,117,60","IC","3.889"
"40.960","116.619","-215.477","-21.5","172.1","FourOPT","2015/6/16 14:33:41","14","33","41","9253634","北京市","北京市县","怀柔区","2015/6/16 14:33:22","1","118,0,117,60,2","CG","0.000"
"41.018","116.651","14.838","7.3","0.0","ThreeMIX","2015/6/16 14:33:41","14","33","41","9657825","北京市","北京市县","怀柔区","2015/6/16 14:33:23","1","4,118,0","IC","0.000"
"39.856","115.718","-15.857","-4.8","101.9","FourOPT","2015/6/16 14:49:27","14","49","27","2404644","北京市","北京市县","房山区","2015/6/16 14:49:02","1","118,0,1,4","CG","0.000"
"40.147","115.778","10.856","2.6","0.0","TwoMIX","2015/6/16 15:13:19","15","13","19","5972569","北京市","北京市县","门头沟区","2015/6/16 15:12:57","1","1,4","IC","0.000"
"40.620","116.446","5.179","1.3","0.0","ThreeMIX","2015/6/16 15:23:57","15","23","57","9906139","北京市","北京市县","延庆县","2015/6/16 15:23:33","1","1,118,4","IC","0.000"
"40.614","116.446","5.507","1.2","0.0","ThreeMIX","2015/6/16 15:23:58","15","23","58","3248550","北京市","北京市县","延庆县","2015/6/16 15:23:34","1","1,118,4","IC","0.000"
"40.438","115.852","-10.981","-2.8","119.0","FourOPT","2015/6/16 15:24:18","15","24","18","778652","北京市","北京市县","延庆县","2015/6/16 15:23:53","1","118,2,4,1,60","IC","1.198"
"40.556","116.628","-12.028","-9.6","69.9","FourOPT","2015/6/16 13:31:45","13","31","45","6739541","北京市","北京市县","怀柔区","2015/6/16 13:31:21","1","4,1,118,0,60","IC","3.169"
"40.993","116.633","-50.887","-6.3","137.7","FourOPT","2015/6/16 13:42:36","13","42","36","7773364","北京市","北京市县","怀柔区","2015/6/16 13:42:14","1","4,1,118,117,60","IC","2.532"
"40.982","116.651","-20.014","-4.4","137.7","FourOPT","2015/6/16 13:42:37","13","42","37","1383417","北京市","北京市县","怀柔区","2015/6/16 13:42:15","1","4,1,118,117,60","CG","0.000"
"40.981","116.651","-12.744","-4.8","100.7","FourOPT","2015/6/16 13:42:37","13","42","37","2207980","北京市","北京市县","怀柔区","2015/6/16 13:42:15","1","4,1,118,117","IC","2.227"
"40.325","116.795","-27.675","-23.6","70.0","FourOPT","2015/6/16 13:42:37","13","42","37","3122720","北京市","北京市县","密云县","2015/6/16 13:42:15","1","4,1,118,117,60","IC","3.713"
"40.981","116.651","-18.467","-6.4","100.7","FourOPT","2015/6/16 13:42:37","13","42","37","3959742","北京市","北京市县","怀柔区","2015/6/16 13:42:16","1","4,1,118,117","CG","0.000"
"40.926","116.498","-8.125","-2.0","0.0","TwoMIX","2015/6/16 13:42:43","13","42","43","8389893","北京市","北京市县","怀柔区","2015/6/16 13:42:20","1","1,118","IC","0.000"
"39.804","116.800","-33.021","-42.3","172.3","FourOPT","2015/6/16 13:42:57","13","42","57","512428","北京市","北京市县","通州区","2015/6/16 13:42:34","1","4,1,118,60,117","IC","7.337"
"40.437","116.112","6.776","2.6","0.0","ThreeMIX","2015/6/16 13:52:58","13","52","58","5065989","北京市","北京市县","延庆县","2015/6/16 13:52:35","1","118,2,4","IC","0.000"
"40.468","116.201","-14.942","-4.8","69.9","FourOPT","2015/6/16 14:02:11","14","2","11","3892376","北京市","北京市县","延庆县","2015/6/16 14:01:46","1","118,4,2,1,117","IC","2.227"
"40.967","116.522","-10.037","-3.6","0.0","ThreeMIX","2015/6/16 14:02:11","14","2","11","6642731","北京市","北京市县","怀柔区","2015/6/16 14:01:47","1","4,1,118","CG","0.000"
"41.047","116.616","-6.782","-2.1","0.0","TwoMIX","2015/6/16 14:02:26","14","2","26","2324045","北京市","北京市县","怀柔区","2015/6/16 14:02:03","1","4,1","CG","0.000"
"41.010","116.630","-7.438","-2.7","0.0","TwoMIX","2015/6/16 14:02:28","14","2","28","7905877","北京市","北京市县","怀柔区","2015/6/16 14:02:04","1","4,1","CG","0.000"
"40.822","116.563","-17.787","-4.1","119.0","FourOPT","2015/6/16 14:10:46","14","10","46","1569653","北京市","北京市县","怀柔区","2015/6/16 14:10:22","1","4,118,117,0","IC","3.187"
"40.944","116.511","-14.569","-5.5","100.8","FourOPT","2015/6/16 14:19:28","14","19","28","7238666","北京市","北京市县","怀柔区","2015/6/16 14:19:04","1","4,1,118,0,60","IC","2.479"
"40.512","116.295","13.745","3.3","119.0","FourOPT","2015/6/16 14:41:36","14","41","36","7267460","北京市","北京市县","延庆县","2015/6/16 14:41:12","1","4,118,1,0,117","IC","4.415"
"40.549","116.639","-12.220","-5.0","69.9","FourOPT","2015/6/16 14:49:49","14","49","49","2778622","北京市","北京市县","怀柔区","2015/6/16 14:49:27","1","4,1,118,60,117","IC","3.187"
"40.962","116.519","94.612","9.9","100.8","FourOPT","2015/6/16 14:49:49","14","49","49","4710137","北京市","北京市县","怀柔区","2015/6/16 14:49:28","1","1,118,0,60,117","IC","3.485"
"40.297","115.978","8.734","8.6","70.0","FourOPT","2015/6/16 15:25:20","15","25","20","8676288","北京市","北京市县","延庆县","2015/6/16 15:24:58","1","118,1,4,0","IC","1.828"
"40.932","116.629","-24.530","-4.8","100.8","FourOPT","2015/6/16 13:43:15","13","43","15","7814064","北京市","北京市县","怀柔区","2015/6/16 13:42:52","1","4,1,118,117,2","CG","0.000"
"40.671","116.490","5.518","0.9","0.0","TwoMIX","2015/6/16 13:43:26","13","43","26","8060732","北京市","北京市县","怀柔区","2015/6/16 13:43:03","1","1,4","IC","0.000"
"40.972","116.527","-60.848","-10.4","137.7","FourOPT","2015/6/16 13:53:18","13","53","18","1973462","北京市","北京市县","怀柔区","2015/6/16 13:52:55","1","118,0,60,117,2","IC","4.851"
"40.944","116.586","-12.886","-3.7","0.0","TwoMIX","2015/6/16 13:53:18","13","53","18","2892724","北京市","北京市县","怀柔区","2015/6/16 13:52:56","1","4,118","CG","0.000"
"40.970","116.632","-6.716","-2.0","0.0","TwoMIX","2015/6/16 14:02:33","14","2","33","4076884","北京市","北京市县","怀柔区","2015/6/16 14:02:08","1","4,1","CG","0.000"
"40.950","116.559","-21.056","-3.5","137.8","FourOPT","2015/6/16 14:02:33","14","2","33","4742047","北京市","北京市县","怀柔区","2015/6/16 14:02:09","1","4,1,118,60,117","IC","2.816"
"40.977","116.603","-18.774","-5.3","100.8","FourOPT","2015/6/16 14:02:37","14","2","37","1091634","北京市","北京市县","怀柔区","2015/6/16 14:02:12","1","4,1,118,117","IC","2.252"
"40.803","116.715","8.166","2.5","100.9","FourOPT","2015/6/16 14:02:51","14","2","51","6340172","北京市","北京市县","怀柔区","2015/6/16 14:02:27","1","1,4,118,60,117","IC","2.737"
"40.980","116.544","-20.669","-6.0","137.7","FourOPT","2015/6/16 14:02:52","14","2","52","6659466","北京市","北京市县","怀柔区","2015/6/16 14:02:28","1","4,1,118,60,117","IC","2.666"
"40.198","116.413","-12.876","-5.3","0.0","ThreeMIX","2015/6/16 14:02:58","14","2","58","4151168","北京市","北京市县","昌平区","2015/6/16 14:02:34","1","118,4,117","CG","0.000"
"40.481","116.199","-10.270","-4.2","69.9","FourOPT","2015/6/16 14:02:58","14","2","58","5601130","北京市","北京市县","延庆县","2015/6/16 14:02:35","1","118,4,2,1,117","IC","2.224"
"40.980","116.634","-29.913","-29.5","137.7","FourOPT","2015/6/16 14:11:15","14","11","15","1092567","北京市","北京市县","怀柔区","2015/6/16 14:10:53","1","4,118,0,117,60","IC","2.607"
"40.997","116.651","-36.229","-7.2","137.7","FourOPT","2015/6/16 14:11:15","14","11","15","2284044","北京市","北京市县","怀柔区","2015/6/16 14:10:54","1","4,118,0,117,60","IC","2.511"
"40.112","115.923","-39.313","-38.7","101.7","FourOPT","2015/6/16 14:11:15","14","11","15","5193415","北京市","北京市县","门头沟区","2015/6/16 14:10:55","1","4,118,0,117,60","IC","5.246"
"40.971","116.467","-93.869","-20.0","139.4","FourOPT","2015/6/16 14:20:08","14","20","8","7119298","北京市","北京市县","怀柔区","2015/6/16 14:19:44","1","4,1,0,60,2","CG","0.000"
"40.956","116.537","-18.363","-4.5","100.8","FourOPT","2015/6/16 14:20:09","14","20","9","2698030","北京市","北京市县","怀柔区","2015/6/16 14:19:46","1","4,1,118,0,117","IC","2.398"
"40.956","116.537","-13.665","-3.6","100.8","FourOPT","2015/6/16 14:20:09","14","20","9","4227111","北京市","北京市县","怀柔区","2015/6/16 14:19:47","1","4,1,118,0,117","CG","0.000"
"40.612","116.447","8.261","1.5","226.5","FourOPT","2015/6/16 14:58:22","14","58","22","1632492","北京市","北京市县","延庆县","2015/6/16 14:58:00","1","1,118,4,60","IC","5.052"
